task_id,baseline,cadg,sentinel,forge,cadg_sentinel,forge_cadg,forge_sentinel,full_stack,retry_feedback
mosaic_real_1004,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0
mosaic_real_1016,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.42857142857142855
mosaic_real_1028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mosaic_real_1030,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
mosaic_real_104,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273
mosaic_real_1040,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
mosaic_real_1047,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571
mosaic_real_1061,0.7272727272727273,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.8181818181818182
mosaic_real_1067,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
mosaic_real_1070,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.7142857142857143
mosaic_real_11,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
mosaic_real_1102,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0
mosaic_real_1106,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
mosaic_real_111,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0
mosaic_real_123,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
mosaic_real_127,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
mosaic_real_130,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
mosaic_real_131,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6923076923076923
mosaic_real_14,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
mosaic_real_150,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714
mosaic_real_161,0.75,0.75,0.6666666666666666,0.75,0.75,0.75,0.75,0.75,0.75
mosaic_real_174,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.7272727272727273
mosaic_real_192,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6923076923076923
mosaic_real_204,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273
mosaic_real_211,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
mosaic_real_216,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
mosaic_real_219,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
mosaic_real_220,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0
mosaic_real_224,0.8571428571428571,0.8571428571428571,1.0,0.5714285714285714,1.0,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571
mosaic_real_232,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
mosaic_real_243,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.7692307692307693,0.6153846153846154
mosaic_real_256,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.6
mosaic_real_259,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
mosaic_real_26,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
mosaic_real_265,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
mosaic_real_269,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
mosaic_real_272,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
mosaic_real_291,0.0,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.0
mosaic_real_295,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.75,0.8333333333333334,0.75
mosaic_real_3,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6923076923076923
